City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Valid_AQI,AQI_Outlier,Year,Month,DayOfWeek,DayOfYear,Season,Target_AQI,AQI_Lag1,AQI_Lag2,AQI_Lag3,AQI_Lag7,AQI_Roll3,AQI_Roll7,PM2.5_Lag1,PM10_Lag1,NO2_Lag1,CO_Lag1,SO2_Lag1,O3_Lag1,AQI_Change1,PM25_Change1,Month_Sin,Month_Cos,DayOfYear_Sin,DayOfYear_Cos
Amaravati,2017-12-21,79.98,147.74,7.02,49.55,32.07,17.28,0.14,13.58,79.71,170.0,Moderate,170.0,0,2017,12,3,355,Winter,165.0,223.0,228.0,251.0,115.0,234.0,191.14285714285714,83.79,141.83,47.47,0.3,13.35,77.54,-53.0,-3.8100000000000023,-2.4492935982947064e-16,1.0,-0.17541259380427843,0.9844950085880858
Amaravati,2017-12-22,76.27,152.59,7.51,56.0,35.9,19.53,0.15,29.88,56.97,165.0,Moderate,165.0,0,2017,12,4,356,Winter,159.0,170.0,223.0,228.0,140.0,207.0,199.0,79.98,147.74,49.55,0.14,13.58,79.71,-5.0,-3.710000000000008,-2.4492935982947064e-16,1.0,-0.15845177496083632,0.9873667175937016
Amaravati,2017-12-23,86.5,147.95,5.24,42.0,26.6,20.78,0.15,11.85,73.09,159.0,Moderate,159.0,0,2017,12,5,357,Winter,232.0,165.0,170.0,223.0,156.0,186.0,202.57142857142858,76.27,152.59,56.0,0.15,29.88,56.97,-6.0,10.230000000000004,-2.4492935982947064e-16,1.0,-0.14144406768794202,0.9899462489023779
Amaravati,2017-12-24,100.62,167.75,3.75,47.68,28.41,23.68,0.22,10.85,62.78,232.0,Poor,232.0,0,2017,12,6,358,Winter,242.0,159.0,165.0,170.0,225.0,164.66666666666666,203.0,86.5,147.95,42.0,0.15,11.85,73.09,73.0,14.120000000000005,-2.4492935982947064e-16,1.0,-0.12439450483979998,0.9922328391893008
Amaravati,2017-12-25,110.73,171.47,1.69,31.06,17.89,21.66,0.1,12.23,76.07,242.0,Poor,242.0,0,2017,12,0,359,Winter,274.0,232.0,159.0,165.0,251.0,185.33333333333334,204.0,100.62,167.75,47.68,0.22,10.85,62.78,10.0,10.11,-2.4492935982947064e-16,1.0,-0.10730813165636247,0.9942258118156161
Amaravati,2017-12-26,107.7,170.21,4.97,43.54,27.2,22.52,0.17,18.07,64.6,274.0,Poor,274.0,0,2017,12,1,360,Winter,259.0,242.0,232.0,159.0,228.0,211.0,202.71428571428572,110.73,171.47,31.06,0.1,12.23,76.07,32.0,-3.030000000000001,-2.4492935982947064e-16,1.0,-0.09019000427034513,0.9959245770286599
Amaravati,2017-12-27,104.81,192.2,9.59,63.48,41.57,21.06,0.23,17.01,63.87,259.0,Poor,259.0,0,2017,12,2,361,Winter,225.0,274.0,242.0,232.0,223.0,249.33333333333334,209.28571428571428,107.7,170.21,43.54,0.17,18.07,64.6,-15.0,-2.8900000000000006,-2.4492935982947064e-16,1.0,-0.07304518821104743,0.9973286321364752
Amaravati,2017-12-28,89.95,175.16,10.95,64.53,43.23,18.87,0.27,15.52,62.49,225.0,Poor,225.0,0,2017,12,3,362,Winter,177.0,259.0,274.0,242.0,170.0,258.3333333333333,214.42857142857142,104.81,192.2,63.48,0.23,17.01,63.87,-34.0,-14.86,-2.4492935982947064e-16,1.0,-0.05587875690537313,0.9984375616565666
Amaravati,2017-12-29,74.58,138.6,6.14,46.65,29.81,18.2,0.17,9.47,67.11,177.0,Moderate,177.0,0,2017,12,4,363,Winter,120.0,225.0,259.0,274.0,165.0,252.66666666666666,222.28571428571428,89.95,175.16,64.53,0.27,15.52,62.49,-48.0,-15.370000000000005,-2.4492935982947064e-16,1.0,-0.03869579017652689,0.9992510374388481
Amaravati,2017-12-30,56.68,109.33,4.6,33.26,21.44,16.86,0.1,8.26,66.91,120.0,Moderate,120.0,0,2017,12,5,364,Winter,120.0,177.0,225.0,259.0,159.0,220.33333333333334,224.0,74.58,138.6,46.65,0.17,9.47,67.11,-57.0,-17.9,-2.4492935982947064e-16,1.0,-0.021501372740813793,0.999768818762748
Amaravati,2017-12-31,61.03,131.62,5.51,39.5,25.49,17.82,0.08,11.45,61.91,120.0,Moderate,120.0,0,2017,12,6,365,Winter,120.0,120.0,177.0,225.0,232.0,174.0,218.42857142857142,56.68,109.33,33.26,0.1,8.26,66.91,0.0,4.350000000000001,-2.4492935982947064e-16,1.0,-0.004300592702981974,0.9999907524084426
Amaravati,2018-01-01,59.03,108.83,3.45,23.36,15.23,18.03,0.09,26.05,87.55,120.0,Moderate,120.0,0,2018,1,0,1,Winter,132.0,120.0,120.0,177.0,242.0,139.0,202.42857142857142,61.03,131.62,39.5,0.08,11.45,61.91,0.0,-2.0,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735
Amaravati,2018-01-02,61.88,109.82,3.87,23.14,15.45,19.57,0.09,12.81,81.38,132.0,Moderate,132.0,0,2018,1,1,2,Winter,136.0,120.0,120.0,120.0,274.0,120.0,185.0,59.03,108.83,23.36,0.09,26.05,87.55,12.0,2.8500000000000014,0.49999999999999994,0.8660254037844387,0.03439806061360801,0.9994082116062598
Amaravati,2018-01-03,71.57,137.48,5.01,39.99,25.36,25.61,0.09,16.82,80.3,136.0,Moderate,136.0,0,2018,1,2,3,Winter,182.0,132.0,120.0,120.0,259.0,124.0,164.71428571428572,61.88,109.82,23.14,0.09,12.81,81.38,4.0,9.68999999999999,0.49999999999999994,0.8660254037844387,0.051584366869408364,0.9986686402879997
Amaravati,2018-01-04,92.44,174.75,5.84,53.79,33.36,19.45,0.11,16.93,71.09,182.0,Moderate,182.0,0,2018,1,3,4,Winter,222.0,136.0,132.0,120.0,225.0,129.33333333333334,147.14285714285714,71.57,137.48,39.99,0.09,16.82,80.3,46.0,20.870000000000005,0.49999999999999994,0.8660254037844387,0.06875540848113941,0.9976335468520451
Amaravati,2018-01-05,92.9,162.69,6.38,56.39,35.19,21.02,0.08,23.11,68.79,222.0,Poor,222.0,0,2018,1,4,5,Winter,230.0,182.0,136.0,132.0,177.0,150.0,141.0,92.44,174.75,53.79,0.11,16.93,71.09,40.0,0.46000000000000796,0.49999999999999994,0.8660254037844387,0.08590610426133272,0.9963032375991965
Amaravati,2018-01-06,85.15,151.97,11.05,61.55,41.72,18.71,0.07,11.86,90.8,230.0,Poor,230.0,0,2018,1,5,6,Winter,224.0,222.0,182.0,136.0,120.0,180.0,147.42857142857142,92.9,162.69,56.39,0.08,23.11,68.79,8.0,-7.75,0.49999999999999994,0.8660254037844387,0.10303137904317879,0.9946781061893646
Amaravati,2018-01-07,81.47,145.68,6.45,46.9,30.18,20.18,0.07,9.63,96.49,224.0,Poor,224.0,0,2018,1,6,7,Winter,217.0,230.0,222.0,182.0,120.0,211.33333333333334,163.14285714285714,85.15,151.97,61.55,0.07,11.86,90.8,-6.0,-3.680000000000007,0.49999999999999994,0.8660254037844387,0.1201261651823505,0.9927586335250793
Amaravati,2018-01-08,81.58,132.66,3.97,34.93,21.81,21.59,0.09,12.81,118.91,217.0,Poor,217.0,0,2018,1,0,8,Winter,230.0,224.0,230.0,222.0,120.0,225.33333333333334,178.0,81.47,145.68,46.9,0.07,9.63,96.49,-7.0,0.10999999999999943,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833
Amaravati,2018-01-09,79.56,146.64,4.44,37.58,23.6,17.71,0.05,17.77,137.61,230.0,Poor,230.0,0,2018,1,1,9,Winter,229.0,217.0,224.0,230.0,132.0,223.66666666666666,191.85714285714286,81.58,132.66,34.93,0.09,12.81,118.91,13.0,-2.019999999999996,0.49999999999999994,0.8660254037844387,0.1542040475626894,0.988039023376751
Amaravati,2018-01-10,87.43,155.95,3.9,37.31,23.02,22.35,0.1,13.4,121.72,229.0,Poor,229.0,0,2018,1,2,10,Winter,229.0,230.0,217.0,224.0,136.0,223.66666666666666,205.85714285714286,79.56,146.64,37.58,0.05,17.77,137.61,-1.0,7.8700000000000045,0.49999999999999994,0.8660254037844387,0.17117705961019986,0.985240282501282
Amaravati,2018-01-11,87.33,153.97,3.95,42.52,25.82,23.66,0.08,35.39,106.17,229.0,Poor,229.0,0,2018,1,3,11,Winter,235.0,229.0,230.0,217.0,182.0,225.33333333333334,219.14285714285714,87.43,155.95,37.31,0.1,13.4,121.72,0.0,-0.10000000000000853,0.49999999999999994,0.8660254037844387,0.18809941761179758,0.9821499931752291
Amaravati,2018-01-12,110.39,182.54,4.54,52.24,31.49,24.74,0.04,36.01,82.2,235.0,Poor,235.0,0,2018,1,4,12,Winter,214.0,229.0,229.0,230.0,222.0,229.33333333333334,225.85714285714286,87.33,153.97,42.52,0.08,35.39,106.17,6.0,23.060000000000002,0.49999999999999994,0.8660254037844387,0.20496611396949532,0.9787690698649216
Amaravati,2018-01-13,77.51,125.01,3.85,36.41,22.49,20.06,0.05,14.36,72.16,214.0,Poor,214.0,0,2018,1,5,13,Winter,186.0,235.0,229.0,229.0,230.0,231.0,227.71428571428572,110.39,182.54,52.24,0.04,36.01,82.2,-21.0,-32.879999999999995,0.49999999999999994,0.8660254037844387,0.22177215755648186,0.975098513039961
Amaravati,2018-01-14,86.96,129.99,3.65,28.32,18.03,21.23,0.05,4.83,62.6,186.0,Moderate,186.0,0,2018,1,6,14,Winter,172.0,214.0,235.0,229.0,224.0,226.0,225.42857142857142,77.51,125.01,36.41,0.05,14.36,72.16,-28.0,9.449999999999989,0.49999999999999994,0.8660254037844387,0.23851257519407648,0.9711394088771653
Amaravati,2018-01-15,76.29,115.53,2.96,21.35,13.75,20.38,0.05,8.75,69.99,172.0,Moderate,172.0,0,2018,1,0,15,Winter,138.0,186.0,214.0,235.0,217.0,211.66666666666666,220.0,86.96,129.99,28.32,0.05,4.83,62.6,-14.0,-10.669999999999987,0.49999999999999994,0.8660254037844387,0.2551824131233728,0.9668929289391521
Amaravati,2018-01-16,67.06,100.34,3.22,20.25,13.29,18.78,0.06,4.7,54.92,138.0,Moderate,138.0,0,2018,1,1,16,Winter,125.0,172.0,186.0,214.0,230.0,190.66666666666666,213.57142857142858,76.29,115.53,21.35,0.05,8.75,69.99,-34.0,-9.230000000000004,0.49999999999999994,0.8660254037844387,0.2717767384711357,0.9623603298276545
Amaravati,2018-01-17,68.34,104.45,3.71,26.26,16.99,20.29,0.06,6.43,45.63,125.0,Moderate,125.0,0,2018,1,2,17,Winter,132.0,138.0,172.0,186.0,229.0,165.33333333333334,200.42857142857142,67.06,100.34,20.25,0.06,4.7,54.92,-13.0,1.2800000000000011,0.49999999999999994,0.8660254037844387,0.2882906407095177,0.9575429528116719
Amaravati,2018-01-18,66.28,117.3,7.36,45.13,29.99,21.68,0.05,7.21,45.97,132.0,Moderate,132.0,0,2018,1,3,18,Winter,111.0,125.0,138.0,172.0,229.0,145.0,185.57142857142858,68.34,104.45,26.26,0.06,6.43,45.63,7.0,-2.0600000000000023,0.49999999999999994,0.8660254037844387,0.3047192331091634,0.9524422234305676
Amaravati,2018-01-19,64.98,116.14,6.98,45.4,29.83,21.32,0.06,8.83,50.28,111.0,Moderate,111.0,0,2018,1,4,19,Winter,137.0,132.0,125.0,138.0,235.0,131.66666666666666,171.71428571428572,66.28,117.3,45.13,0.05,7.21,45.97,-21.0,-1.2999999999999972,0.49999999999999994,0.8660254037844387,0.321057654185271,0.9470596510722283
Amaravati,2018-01-20,75.46,132.84,9.56,56.53,37.84,21.88,0.13,30.48,51.98,137.0,Moderate,137.0,0,2018,1,5,20,Winter,172.0,111.0,132.0,125.0,214.0,122.66666666666667,154.0,64.98,116.14,45.4,0.06,8.83,50.28,26.0,10.47999999999999,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122
Amaravati,2018-01-21,81.58,141.85,4.99,38.15,24.35,19.33,0.05,11.04,59.76,172.0,Moderate,172.0,0,2018,1,6,21,Winter,160.0,137.0,111.0,132.0,186.0,126.66666666666667,143.0,75.46,132.84,56.53,0.13,30.48,51.98,35.0,6.1200000000000045,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164
Amaravati,2018-01-22,78.27,142.86,5.98,45.36,29.01,19.12,0.06,10.32,58.53,160.0,Moderate,160.0,0,2018,1,0,22,Winter,163.0,172.0,137.0,111.0,172.0,140.0,141.0,81.58,141.85,38.15,0.05,11.04,59.76,-12.0,-3.3100000000000023,0.49999999999999994,0.8660254037844387,0.3694836834473831,0.9292372181882051
Amaravati,2018-01-23,79.01,138.14,6.16,45.43,29.17,20.29,0.06,10.18,58.04,163.0,Moderate,163.0,0,2018,1,1,23,Winter,165.0,160.0,172.0,137.0,138.0,156.33333333333334,139.28571428571428,78.27,142.86,45.36,0.06,10.32,58.53,3.0,0.7400000000000091,0.49999999999999994,0.8660254037844387,0.38541335945432564,0.9227440286201427
Amaravati,2018-01-24,77.98,137.31,5.09,44.96,28.04,21.11,0.06,7.22,50.69,165.0,Moderate,165.0,0,2018,1,2,24,Winter,139.0,163.0,160.0,172.0,125.0,165.0,142.85714285714286,79.01,138.14,45.43,0.06,10.18,58.04,2.0,-1.0300000000000011,0.49999999999999994,0.8660254037844387,0.4012289854475009,0.9159777842484877
Amaravati,2018-01-25,77.96,155.73,8.4,59.92,38.7,23.45,0.06,31.01,40.77,139.0,Moderate,139.0,0,2018,1,3,25,Winter,176.0,165.0,163.0,160.0,132.0,162.66666666666666,148.57142857142858,77.98,137.31,44.96,0.06,7.22,50.69,-26.0,-0.020000000000010232,0.49999999999999994,0.8660254037844387,0.4169258813287287,0.908940487313808
Amaravati,2018-01-26,79.04,143.38,6.19,43.61,28.23,26.0,0.08,8.67,45.46,176.0,Moderate,176.0,0,2018,1,4,26,Winter,162.0,139.0,165.0,163.0,111.0,155.66666666666666,149.57142857142858,77.96,155.73,59.92,0.06,31.01,40.77,37.0,1.0800000000000125,0.49999999999999994,0.8660254037844387,0.4324994021339788,0.901634220265486
Amaravati,2018-01-27,77.78,131.14,6.1,43.84,28.33,26.3,0.09,7.62,43.26,162.0,Moderate,162.0,0,2018,1,5,27,Winter,160.0,176.0,139.0,165.0,137.0,160.0,158.85714285714286,79.04,143.38,43.61,0.08,8.67,45.46,-14.0,-1.2600000000000051,0.49999999999999994,0.8660254037844387,0.44794493940789115,0.8940611451454876
Amaravati,2018-01-28,76.48,131.86,4.06,33.37,21.04,22.05,0.06,7.49,45.71,160.0,Moderate,160.0,0,2018,1,6,28,Winter,142.0,162.0,176.0,139.0,172.0,159.0,162.42857142857142,77.78,131.14,43.84,0.09,7.62,43.26,-2.0,-1.2999999999999972,0.49999999999999994,0.8660254037844387,0.4632579225674917,0.88622350294858
Amaravati,2018-01-29,74.2,135.97,4.3,35.82,22.55,20.24,0.07,12.16,53.0,142.0,Moderate,142.0,0,2018,1,0,29,Winter,172.0,160.0,162.0,176.0,160.0,166.0,160.71428571428572,76.48,131.86,33.37,0.06,7.49,45.71,-18.0,-2.280000000000001,0.49999999999999994,0.8660254037844387,0.4784338202547012,0.8781236129591848
Amaravati,2018-01-30,78.23,140.66,5.36,45.76,28.7,21.73,0.05,12.45,45.35,172.0,Moderate,172.0,0,2018,1,1,30,Winter,134.0,142.0,160.0,162.0,163.0,154.66666666666666,158.14285714285714,74.2,135.97,35.82,0.07,12.16,53.0,30.0,4.030000000000001,0.49999999999999994,0.8660254037844387,0.49346814167723735,0.8697638720650646
Amaravati,2018-01-31,68.53,147.48,8.28,61.52,39.46,19.74,0.04,23.68,37.99,134.0,Moderate,134.0,0,2018,1,2,31,Winter,136.0,172.0,142.0,160.0,165.0,158.0,159.42857142857142,78.23,140.66,45.76,0.05,12.45,45.35,-38.0,-9.700000000000003,0.49999999999999994,0.8660254037844387,0.5083564379375122,0.8611467540480452
Amaravati,2018-02-01,62.08,152.59,10.08,62.18,41.29,19.42,0.05,8.97,34.93,136.0,Moderate,136.0,0,2018,2,3,32,Winter,130.0,134.0,172.0,142.0,139.0,149.33333333333334,155.0,68.53,147.48,61.52,0.04,23.68,37.99,2.0,-6.450000000000003,0.8660254037844386,0.5000000000000001,0.5230943033491326,0.8522748088519838
Amaravati,2018-02-02,50.64,130.36,6.48,45.52,29.49,19.89,0.07,10.61,40.57,130.0,Moderate,130.0,0,2018,2,4,33,Winter,111.0,136.0,134.0,172.0,176.0,147.33333333333334,154.57142857142858,62.08,152.59,62.18,0.05,8.97,34.93,-6.0,-11.439999999999998,0.8660254037844386,0.5000000000000001,0.5376773767406141,0.8431506618282
Amaravati,2018-02-03,44.21,119.52,3.63,34.37,21.23,23.31,0.07,5.86,31.73,111.0,Moderate,111.0,0,2018,2,5,34,Winter,117.0,130.0,136.0,134.0,162.0,133.33333333333334,148.0,50.64,130.36,45.52,0.07,10.61,40.57,-19.0,-6.43,0.8660254037844386,0.5000000000000001,0.5521013427459208,0.8337770129585915
Amaravati,2018-02-04,50.71,115.65,7.91,35.16,25.13,11.19,0.06,8.16,32.58,117.0,Moderate,117.0,0,2018,2,6,35,Winter,102.0,111.0,130.0,136.0,160.0,125.66666666666667,140.71428571428572,44.21,119.52,34.37,0.07,5.86,31.73,6.0,6.5,0.8660254037844386,0.5000000000000001,0.5663619330814524,0.8241566360566663
Amaravati,2018-02-05,42.27,100.54,4.95,30.69,20.33,13.4,0.66,8.99,32.18,102.0,Moderate,102.0,0,2018,2,0,36,Winter,108.0,117.0,111.0,130.0,142.0,119.33333333333333,134.57142857142858,50.71,115.65,35.16,0.06,8.16,32.58,-15.0,-8.439999999999998,0.8660254037844386,0.5000000000000001,0.580454927809098,0.8142923779467267
