City,Date,Valid_AQI,Anomaly,Anomaly_Score,Is_Anomaly
Amaravati,2020-03-11,35.0,1,0.14548306459770077,False
Amaravati,2020-03-12,38.0,1,0.18435275014384161,False
Amaravati,2020-03-13,35.0,1,0.19420246588285717,False
Amaravati,2020-03-14,48.0,1,0.18195868617138206,False
Amaravati,2020-03-15,48.0,1,0.1800666251107335,False
Amaravati,2020-03-16,48.0,1,0.2010129773360263,False
Amaravati,2020-03-17,54.0,1,0.2000842829927691,False
Amaravati,2020-03-18,48.0,1,0.21834467858401235,False
Amaravati,2020-03-19,51.0,1,0.19768294339605352,False
Amaravati,2020-03-20,43.0,1,0.15153789069136547,False
Amaravati,2020-03-21,37.0,1,0.15053714977602478,False
Amaravati,2020-03-22,39.0,1,0.14914739378858655,False
Amaravati,2020-03-23,51.0,1,0.1566895105973966,False
Amaravati,2020-03-24,47.0,1,0.17060905060097342,False
Amaravati,2020-03-25,101.0,1,0.09117092367717572,False
Amaravati,2020-03-26,108.0,1,0.16670127080007657,False
Amaravati,2020-03-27,52.0,1,0.1363730285235355,False
Amaravati,2020-03-28,61.0,1,0.13732814387375541,False
Amaravati,2020-03-29,58.0,1,0.1792378186688537,False
Amaravati,2020-03-30,58.0,1,0.15114002869372928,False
Amaravati,2020-03-31,69.0,1,0.1449276101752307,False
Amaravati,2020-04-01,69.0,1,0.13472021885186436,False
Amaravati,2020-04-02,59.0,1,0.1804226960190085,False
Amaravati,2020-04-03,59.0,1,0.1174882384796535,False
Amaravati,2020-04-04,55.0,1,0.17498460694981466,False
Amaravati,2020-04-05,51.0,1,0.17914816083248403,False
Amaravati,2020-04-06,39.0,1,0.1464548744391635,False
Amaravati,2020-04-07,30.0,1,0.14025287525391628,False
Amaravati,2020-04-08,38.0,1,0.16181380661977618,False
Amaravati,2020-04-09,52.0,1,0.15052933400765534,False
Amaravati,2020-04-10,53.0,1,0.16498931533211253,False
Amaravati,2020-04-11,42.0,1,0.15053866181019776,False
Amaravati,2020-04-12,44.0,1,0.15885064470204552,False
Amaravati,2020-04-13,47.0,1,0.15903922381513397,False
Amaravati,2020-04-14,50.0,1,0.16225323011438197,False
Amaravati,2020-04-15,51.0,1,0.16033909864123408,False
Amaravati,2020-04-16,43.0,1,0.1543472809439893,False
Amaravati,2020-04-17,40.0,1,0.15758776060769702,False
Amaravati,2020-04-18,41.0,1,0.17303210410692244,False
Amaravati,2020-04-19,35.0,1,0.1664350953359069,False
Amaravati,2020-04-20,30.0,1,0.14624689506954175,False
Amaravati,2020-04-21,26.0,1,0.14008285470099335,False
Amaravati,2020-04-22,26.0,1,0.12031462020604355,False
Amaravati,2020-04-23,30.0,1,0.13621335556175235,False
Amaravati,2020-04-24,31.0,1,0.13789309525759458,False
Amaravati,2020-04-25,43.0,1,0.1546750209038002,False
Amaravati,2020-04-26,56.0,1,0.1527892862977942,False
Amaravati,2020-04-27,52.0,1,0.16383476513713274,False
Amaravati,2020-04-28,41.0,1,0.15593721862747717,False
Amaravati,2020-04-29,43.0,1,0.16188163523016885,False
Amaravati,2020-04-30,56.0,1,0.14012983042851762,False
Amaravati,2020-05-01,51.0,1,0.20098554024368886,False
Amaravati,2020-05-02,60.0,1,0.20798846906143503,False
Amaravati,2020-05-03,52.0,1,0.20213076996506613,False
Amaravati,2020-05-04,55.0,1,0.20592617500906224,False
Amaravati,2020-05-05,58.0,1,0.13644436392044812,False
Amaravati,2020-05-06,44.0,1,0.1883148402619677,False
Amaravati,2020-05-07,45.0,1,0.19733610039025168,False
Amaravati,2020-05-08,43.0,1,0.20479607723861903,False
Amaravati,2020-05-09,54.0,1,0.2078090748507464,False
Amaravati,2020-05-10,42.0,1,0.19455057798771402,False
Amaravati,2020-05-11,43.0,1,0.19144224398152265,False
Amaravati,2020-05-12,39.0,1,0.19457000851216694,False
Amaravati,2020-05-13,41.0,1,0.19265163438818889,False
Amaravati,2020-05-14,36.0,1,0.170029781120906,False
Amaravati,2020-05-15,39.0,1,0.20317672287278976,False
Amaravati,2020-05-16,41.0,1,0.19389737930493295,False
Amaravati,2020-05-17,48.0,1,0.22533996951797208,False
Amaravati,2020-05-18,55.0,1,0.23690570680364725,False
Amaravati,2020-05-19,77.0,1,0.22855209935449,False
Amaravati,2020-05-20,93.0,1,0.2224132788810922,False
Amaravati,2020-05-21,105.0,1,0.20850709993112804,False
Amaravati,2020-05-22,103.0,1,0.1987679420895057,False
Amaravati,2020-05-23,88.0,1,0.20278323048740676,False
Amaravati,2020-05-24,66.0,1,0.19853993445941936,False
Amaravati,2020-05-25,57.0,1,0.19977596878582593,False
Amaravati,2020-05-26,69.0,1,0.19614290185231104,False
Amaravati,2020-05-27,69.0,1,0.20825046405886127,False
Amaravati,2020-05-28,64.0,1,0.18524173744480027,False
Amaravati,2020-05-29,70.0,1,0.21090691742979362,False
Amaravati,2020-05-30,63.0,1,0.21348044426810964,False
Amaravati,2020-05-31,62.0,1,0.22387869634063978,False
Amaravati,2020-06-01,46.0,1,0.1878170902778311,False
Amaravati,2020-06-02,41.0,1,0.19911552795834908,False
Amaravati,2020-06-03,40.0,1,0.21229830377583814,False
Amaravati,2020-06-04,39.0,1,0.18520576608767808,False
Amaravati,2020-06-05,58.0,1,0.22549996446050707,False
Amaravati,2020-06-06,44.0,1,0.2013070056519043,False
Amaravati,2020-06-07,50.0,1,0.2078567709522658,False
Amaravati,2020-06-08,54.0,1,0.2272641878149868,False
Amaravati,2020-06-09,61.0,1,0.21738043537744567,False
Amaravati,2020-06-10,58.0,1,0.21188463988099354,False
Amaravati,2020-06-11,53.0,1,0.1497162566614959,False
Amaravati,2020-06-12,47.0,1,0.17550378953158446,False
Amaravati,2020-06-13,44.0,1,0.16947204738511712,False
Amaravati,2020-06-14,47.0,1,0.19592702649269844,False
Amaravati,2020-06-15,41.0,1,0.2087395842281854,False
Amaravati,2020-06-16,39.0,1,0.2100663289221778,False
Amaravati,2020-06-17,36.0,1,0.16341948976645054,False
Amaravati,2020-06-18,42.0,1,0.19887046738614583,False
Amaravati,2020-06-19,43.0,1,0.22057498175968565,False
Amaravati,2020-06-20,55.0,1,0.23086844270472406,False
Amaravati,2020-06-21,50.0,1,0.22400500976222337,False
Amaravati,2020-06-22,46.0,1,0.22799241830870176,False
Amaravati,2020-06-23,55.0,1,0.21635726075542283,False
Amaravati,2020-06-24,52.0,1,0.22529042930434823,False
Amaravati,2020-06-25,50.0,1,0.21230792253824016,False
Amaravati,2020-06-26,37.0,1,0.18477662665907646,False
Amaravati,2020-06-27,42.0,1,0.1997477336145601,False
Amaravati,2020-06-28,49.0,1,0.21520497863764448,False
Amaravati,2020-06-29,56.0,1,0.21080115323890197,False
Amaravati,2020-06-30,61.0,1,0.21480052403319305,False
Amritsar,2020-01-01,184.0,1,0.09386542515000684,False
Amritsar,2020-01-02,196.0,1,0.1291551072197047,False
Amritsar,2020-01-03,160.0,1,0.17969797335651627,False
Amritsar,2020-01-04,221.0,1,0.11089440586277621,False
Amritsar,2020-01-05,156.0,1,0.16541885590389066,False
Amritsar,2020-01-06,88.0,1,0.1689152277752542,False
Amritsar,2020-01-07,58.0,1,0.1808612044066908,False
Amritsar,2020-01-08,46.0,1,0.1805175524984513,False
Amritsar,2020-01-09,66.0,1,0.15940785545766284,False
Amritsar,2020-01-10,103.0,1,0.17400729488565875,False
Amritsar,2020-01-11,87.0,1,0.1659028001020017,False
Amritsar,2020-01-12,87.0,1,0.17773443978207426,False
Amritsar,2020-01-13,74.0,1,0.2149357552611612,False
Amritsar,2020-01-14,64.0,1,0.21487373773097795,False
Amritsar,2020-01-15,166.0,1,0.1870203480090042,False
Amritsar,2020-01-16,85.0,1,0.20562048200417687,False
Amritsar,2020-01-17,121.0,1,0.1989901419497695,False
Amritsar,2020-01-18,153.0,1,0.20567823682489456,False
Amritsar,2020-01-19,111.0,1,0.21761306651553697,False
Amritsar,2020-01-20,111.0,1,0.20976913834073496,False
Amritsar,2020-01-21,98.0,1,0.19784151167175945,False
Amritsar,2020-01-22,63.0,1,0.1269398626704638,False
Amritsar,2020-01-23,63.0,1,0.14881059812132558,False
Amritsar,2020-01-24,70.0,1,0.15110122913182022,False
Amritsar,2020-01-25,108.0,1,0.13273785657096976,False
Amritsar,2020-01-26,107.0,1,0.15845451942041172,False
Amritsar,2020-01-27,90.0,1,0.18724474730708762,False
Amritsar,2020-01-28,96.0,1,0.20694971680097957,False
Amritsar,2020-01-29,55.0,1,0.15037663358307818,False
Amritsar,2020-01-30,60.0,1,0.1944925446745489,False
Amritsar,2020-01-31,102.0,1,0.18650235630005008,False
Amritsar,2020-02-03,,-1,-0.007055149856556753,True
Amritsar,2020-02-04,111.0,1,0.1789175619058691,False
Amritsar,2020-02-05,99.0,1,0.2030466158872512,False
Amritsar,2020-02-06,121.0,1,0.1590646491766297,False
Amritsar,2020-02-07,124.0,1,0.15580190397996907,False
Amritsar,2020-02-08,152.0,1,0.10410853300988393,False
Amritsar,2020-02-09,282.0,1,0.038668260721778314,False
Amritsar,2020-02-10,144.0,1,0.1332283191772109,False
Amritsar,2020-02-11,190.0,1,0.11843042098394302,False
Amritsar,2020-02-12,133.0,1,0.17251539720552067,False
Amritsar,2020-02-13,112.0,1,0.1834763552325162,False
Amritsar,2020-02-14,107.0,1,0.17157662675224694,False
Amritsar,2020-02-15,106.0,1,0.14727125634215738,False
Amritsar,2020-02-16,132.0,1,0.12195857943631389,False
Amritsar,2020-02-17,139.0,1,0.12529579755338782,False
Amritsar,2020-02-18,128.0,1,0.11812345681251146,False
Amritsar,2020-02-19,127.0,1,0.20928466668820334,False
Amritsar,2020-02-20,124.0,1,0.19408208876147226,False
Amritsar,2020-02-21,92.0,1,0.18390984431222734,False
Amritsar,2020-02-22,94.0,1,0.1975857231815864,False
Amritsar,2020-02-23,101.0,1,0.21225287966459816,False
Amritsar,2020-02-24,113.0,1,0.1936503730517613,False
Amritsar,2020-02-25,121.0,1,0.19083771401893174,False
Amritsar,2020-02-26,134.0,1,0.1777395970124781,False
Amritsar,2020-02-27,127.0,1,0.1714883007208739,False
Amritsar,2020-02-28,128.0,1,0.18785858134641809,False
Amritsar,2020-02-29,108.0,1,0.19532512857338485,False
Amritsar,2020-03-01,76.0,1,0.1352756122737644,False
Amritsar,2020-03-02,92.0,1,0.2016502591375045,False
Amritsar,2020-03-03,101.0,1,0.20083244966744224,False
Amritsar,2020-03-04,118.0,1,0.18025233626968767,False
Amritsar,2020-03-05,97.0,1,0.17554933880949408,False
Amritsar,2020-03-06,68.0,1,0.17753974524960908,False
Amritsar,2020-03-07,59.0,1,0.16718059174265665,False
Amritsar,2020-03-08,70.0,1,0.17727374860132322,False
Amritsar,2020-03-09,75.0,1,0.1745509743535586,False
Amritsar,2020-03-10,96.0,1,0.19068241726207624,False
Amritsar,2020-03-12,,1,0.16745641216455104,False
Amritsar,2020-03-13,72.0,1,0.15265864231707493,False
Amritsar,2020-03-14,69.0,1,0.16703373544871208,False
Amritsar,2020-03-15,79.0,1,0.13354574638323014,False
Amritsar,2020-03-16,95.0,1,0.1949592733300215,False
Amritsar,2020-03-17,106.0,1,0.2022857256816707,False
Amritsar,2020-03-18,110.0,1,0.20238226019224825,False
Amritsar,2020-03-19,107.0,1,0.18333303597312312,False
Amritsar,2020-03-20,111.0,1,0.13260515085878238,False
Amritsar,2020-03-21,96.0,1,0.16413715771795967,False
Amritsar,2020-03-22,93.0,1,0.15308502664557894,False
Amritsar,2020-03-23,78.0,1,0.18701284906922477,False
Amritsar,2020-03-24,86.0,1,0.1567798341660706,False
Amritsar,2020-03-25,64.0,1,0.17413291755072335,False
Amritsar,2020-03-26,66.0,1,0.1788052504152971,False
Amritsar,2020-03-27,71.0,1,0.19599815188892294,False
Amritsar,2020-03-28,54.0,1,0.17560321254854,False
Amritsar,2020-03-29,60.0,1,0.18655752223288852,False
Amritsar,2020-03-30,67.0,1,0.19659064474442323,False
Amritsar,2020-03-31,69.0,1,0.19480787094879004,False
Amritsar,2020-04-01,65.0,1,0.18431735591513687,False
Amritsar,2020-04-02,63.0,1,0.18452923462922277,False
Amritsar,2020-04-03,61.0,1,0.18857326123552487,False
Amritsar,2020-04-04,58.0,1,0.18944162199531783,False
Amritsar,2020-04-11,,1,0.17445582857080544,False
Amritsar,2020-04-12,45.0,1,0.15950329751730452,False
Amritsar,2020-04-13,52.0,1,0.19623924543366783,False
Amritsar,2020-04-14,59.0,1,0.19380892737097094,False
Amritsar,2020-04-15,68.0,1,0.2068463111236542,False
Amritsar,2020-04-16,61.0,1,0.14783159008164276,False
Amritsar,2020-04-17,45.0,1,0.10422782268011405,False
Amritsar,2020-04-18,43.0,1,0.08169828305516663,False
Amritsar,2020-04-19,44.0,1,0.08707583092942622,False
Amritsar,2020-04-20,51.0,1,0.1124247345623477,False
Amritsar,2020-04-21,47.0,1,0.07776776126293683,False
Amritsar,2020-04-22,48.0,1,0.105667561511327,False
Amritsar,2020-04-23,56.0,1,0.10619582717195986,False
Amritsar,2020-04-24,68.0,1,0.12807215478851175,False
Amritsar,2020-04-25,74.0,1,0.0951027250286346,False
Amritsar,2020-04-26,60.0,1,0.10954898338030084,False
Amritsar,2020-04-27,51.0,1,0.06789816513654756,False
Amritsar,2020-04-28,56.0,1,0.09844675034950473,False
Amritsar,2020-04-29,72.0,1,0.12350612377297632,False
Amritsar,2020-04-30,102.0,1,0.13533457406005395,False
Amritsar,2020-05-01,118.0,1,0.1409282940568854,False
Amritsar,2020-05-02,118.0,1,0.1449883907248825,False
Amritsar,2020-05-03,91.0,1,0.18247484642943262,False
Amritsar,2020-05-04,61.0,1,0.17738681984275861,False
Amritsar,2020-05-05,77.0,1,0.19047073476291537,False
Amritsar,2020-05-06,75.0,1,0.18589056936656206,False
Amritsar,2020-05-07,60.0,1,0.11684359171206127,False
Amritsar,2020-05-08,71.0,1,0.11701715184129258,False
Amritsar,2020-05-09,87.0,1,0.13500771553780472,False
Amritsar,2020-05-10,94.0,1,0.15337140808339922,False
Amritsar,2020-05-11,75.0,1,0.14240738887639737,False
Amritsar,2020-05-12,61.0,1,0.11239064404103605,False
Amritsar,2020-05-13,67.0,1,0.1388860202032945,False
Amritsar,2020-05-14,95.0,1,0.15150258359821167,False
Amritsar,2020-05-15,52.0,1,0.09676061667221858,False
Amritsar,2020-05-16,61.0,1,0.133004684976207,False
Amritsar,2020-05-17,75.0,1,0.1322413438628839,False
Amritsar,2020-05-18,76.0,1,0.07596869527252137,False
Amritsar,2020-05-19,65.0,1,0.06781759275075416,False
Amritsar,2020-05-20,68.0,1,0.08734264574017053,False
Amritsar,2020-05-21,80.0,1,0.08943500674930155,False
Amritsar,2020-05-22,115.0,1,0.09926812109905753,False
Amritsar,2020-05-23,106.0,1,0.17747099182865428,False
Amritsar,2020-05-24,74.0,1,0.16348605119400955,False
Amritsar,2020-05-25,69.0,1,0.15499865683382014,False
Amritsar,2020-05-26,81.0,1,0.1011222413477898,False
Amritsar,2020-05-27,77.0,1,0.19540719909644255,False
Amritsar,2020-05-28,81.0,1,0.20660180864806282,False
Amritsar,2020-05-29,67.0,1,0.19819634037607403,False
Amritsar,2020-05-30,63.0,1,0.20097276089638821,False
Amritsar,2020-05-31,48.0,1,0.1467868757786817,False
Amritsar,2020-06-01,43.0,1,0.10823149138795685,False
Amritsar,2020-06-02,65.0,1,0.13610867249346392,False
Amritsar,2020-06-03,478.0,-1,-0.03544692854516185,True
Amritsar,2020-06-04,193.0,1,0.11626699634499921,False
Amritsar,2020-06-05,56.0,1,0.10609846705917553,False
Amritsar,2020-06-06,41.0,1,0.09646998461284312,False
Amritsar,2020-06-07,42.0,1,0.13308762489282117,False
Amritsar,2020-06-08,51.0,1,0.14389703053307945,False
Amritsar,2020-06-09,77.0,1,0.20646263301560075,False
Amritsar,2020-06-10,80.0,1,0.20006614918821258,False
Amritsar,2020-06-11,79.0,1,0.20421217345127035,False
Amritsar,2020-06-12,89.0,1,0.1878191944390179,False
Amritsar,2020-06-13,104.0,1,0.1822491711729276,False
Amritsar,2020-06-14,87.0,1,0.18521678585455237,False
Amritsar,2020-06-15,103.0,1,0.1607271198021223,False
Amritsar,2020-06-16,110.0,1,0.18810330345325804,False
Amritsar,2020-06-17,117.0,1,0.19518378743732961,False
Amritsar,2020-06-18,117.0,1,0.1986380722980458,False
Amritsar,2020-06-19,131.0,1,0.1903486827534952,False
Amritsar,2020-06-20,120.0,1,0.1640644851629266,False
Amritsar,2020-06-21,120.0,1,0.1935560302396172,False
Amritsar,2020-06-22,72.0,1,0.21037906742935292,False
Amritsar,2020-06-23,125.0,1,0.11553080491415701,False
Amritsar,2020-06-24,130.0,1,0.1963251024068089,False
Amritsar,2020-06-25,59.0,1,0.20677856030617459,False
Amritsar,2020-06-26,83.0,1,0.1961121628088241,False
Amritsar,2020-06-27,74.0,1,0.20217941436988873,False
Amritsar,2020-06-28,85.0,1,0.20045797861388032,False
Amritsar,2020-06-29,49.0,1,0.1863318455757123,False
Amritsar,2020-06-30,66.0,1,0.21328581270481317,False
Bengaluru,2020-01-01,82.0,1,0.19848088725774016,False
Bengaluru,2020-01-02,81.0,1,0.21384507993955948,False
Bengaluru,2020-01-03,85.0,1,0.22826775505096242,False
Bengaluru,2020-01-04,95.0,1,0.1915002990300021,False
Bengaluru,2020-01-05,118.0,1,0.19715026780253897,False
Bengaluru,2020-01-06,81.0,1,0.2233573585258189,False
Bengaluru,2020-01-07,75.0,1,0.21824347665440602,False
Bengaluru,2020-01-08,93.0,1,0.21593864026559545,False
Bengaluru,2020-01-09,101.0,1,0.21953294468313872,False
Bengaluru,2020-01-10,94.0,1,0.20488927068630763,False
Bengaluru,2020-01-11,78.0,1,0.22057730581053492,False
Bengaluru,2020-01-12,79.0,1,0.21056304794259034,False
Bengaluru,2020-01-13,106.0,1,0.2018940776303898,False
Bengaluru,2020-01-14,121.0,1,0.1712097983986795,False
Bengaluru,2020-01-15,111.0,1,0.18644855723766535,False
Bengaluru,2020-01-16,114.0,1,0.17788385390749245,False
Bengaluru,2020-01-17,106.0,1,0.19732721755029947,False
Bengaluru,2020-01-18,86.0,1,0.23367774470711078,False
Bengaluru,2020-01-19,66.0,1,0.23077700061741868,False
Bengaluru,2020-01-20,81.0,1,0.22639980695621065,False
Bengaluru,2020-01-21,90.0,1,0.212794271376826,False
Bengaluru,2020-01-22,87.0,1,0.22337359931865264,False
Bengaluru,2020-01-23,82.0,1,0.20963583448449724,False
Bengaluru,2020-01-24,108.0,1,0.1976305955573861,False
Bengaluru,2020-01-25,100.0,1,0.19287676164706752,False
Bengaluru,2020-01-26,97.0,1,0.18098486928890578,False
Bengaluru,2020-01-27,98.0,1,0.1662635084056584,False
Bengaluru,2020-01-28,102.0,1,0.11460321923983574,False
Bengaluru,2020-01-29,115.0,1,0.142871570584499,False
Bengaluru,2020-01-30,112.0,1,0.1449444515856652,False
Bengaluru,2020-01-31,111.0,1,0.1777395626002931,False
Bengaluru,2020-02-01,102.0,1,0.1552924997420066,False
Bengaluru,2020-02-02,94.0,1,0.2247023178553127,False
Bengaluru,2020-02-03,79.0,1,0.21462061807496458,False
Bengaluru,2020-02-04,82.0,1,0.21900594574162963,False
Bengaluru,2020-02-05,86.0,1,0.21226572533710414,False
Bengaluru,2020-02-06,96.0,1,0.21220909488422096,False
Bengaluru,2020-02-07,96.0,1,0.18907062450521622,False
Bengaluru,2020-02-08,105.0,1,0.2090713501052573,False
Bengaluru,2020-02-09,101.0,1,0.14887702770520544,False
Bengaluru,2020-02-10,103.0,1,0.20049451911111477,False
Bengaluru,2020-02-11,87.0,1,0.2186036209699317,False
Bengaluru,2020-02-12,80.0,1,0.22076434389859928,False
Bengaluru,2020-02-13,84.0,1,0.21037032231721936,False
Bengaluru,2020-02-14,111.0,1,0.17244913607101897,False
Bengaluru,2020-02-15,128.0,1,0.13893501310270112,False
Bengaluru,2020-02-16,120.0,1,0.18614556547394906,False
Bengaluru,2020-02-17,99.0,1,0.16576533204949562,False
Bengaluru,2020-02-18,103.0,1,0.19180103350596317,False
Bengaluru,2020-02-19,101.0,1,0.1834232536583063,False
Bengaluru,2020-02-20,94.0,1,0.21862616645405214,False
Bengaluru,2020-02-21,90.0,1,0.22693762045621185,False
Bengaluru,2020-02-22,78.0,1,0.22094977356019274,False
Bengaluru,2020-02-23,81.0,1,0.21730180477146177,False
Bengaluru,2020-02-24,82.0,1,0.22676493304148698,False
Bengaluru,2020-02-25,107.0,1,0.21274795293222692,False
Bengaluru,2020-02-26,104.0,1,0.22236837057935138,False
Bengaluru,2020-02-27,112.0,1,0.21256326319048835,False
Bengaluru,2020-02-28,98.0,1,0.21089787608743726,False
Bengaluru,2020-02-29,95.0,1,0.2144023154716495,False
Bengaluru,2020-03-01,101.0,1,0.19023328315855936,False
Bengaluru,2020-03-02,103.0,1,0.19950204384072973,False
Bengaluru,2020-03-03,137.0,1,0.11303092591673636,False
Bengaluru,2020-03-04,131.0,1,0.17738776620694524,False
Bengaluru,2020-03-05,117.0,1,0.18194611082108963,False
Bengaluru,2020-03-06,100.0,1,0.19220170427976502,False
Bengaluru,2020-03-07,93.0,1,0.2118491352307515,False
Bengaluru,2020-03-08,91.0,1,0.2127016878843756,False
Bengaluru,2020-03-09,99.0,1,0.20644074041966815,False
Bengaluru,2020-03-10,93.0,1,0.20674470086209584,False
Bengaluru,2020-03-11,95.0,1,0.1946085987542464,False
Bengaluru,2020-03-12,97.0,1,0.21855755101944058,False
Bengaluru,2020-03-13,90.0,1,0.21569517495964452,False
Bengaluru,2020-03-14,86.0,1,0.22141392989690817,False
Bengaluru,2020-03-15,88.0,1,0.2119737864089969,False
Bengaluru,2020-03-16,79.0,1,0.2197865582293972,False
Bengaluru,2020-03-17,77.0,1,0.21783483763621597,False
Bengaluru,2020-03-18,78.0,1,0.21618982682593396,False
Bengaluru,2020-03-19,91.0,1,0.1902718461124081,False
Bengaluru,2020-03-20,100.0,1,0.19898258653838152,False
Bengaluru,2020-03-21,103.0,1,0.19409094973298852,False
Bengaluru,2020-03-22,99.0,1,0.18948114049023884,False
Bengaluru,2020-03-23,85.0,1,0.2185120484007817,False
Bengaluru,2020-03-24,106.0,1,0.1984499275834679,False
Bengaluru,2020-03-25,70.0,1,0.1692978048812146,False
Bengaluru,2020-03-26,61.0,1,0.18676564891204017,False
Bengaluru,2020-03-27,67.0,1,0.18637038718221177,False
Bengaluru,2020-03-28,70.0,1,0.19187085750115324,False
Bengaluru,2020-03-29,66.0,1,0.19184921077770817,False
Bengaluru,2020-03-30,72.0,1,0.18690322245877278,False
Bengaluru,2020-03-31,68.0,1,0.18686961000427738,False
Bengaluru,2020-04-01,64.0,1,0.18842274218471156,False
Bengaluru,2020-04-02,70.0,1,0.186684669167138,False
Bengaluru,2020-04-03,82.0,1,0.1833393774710541,False
Bengaluru,2020-04-04,74.0,1,0.18708727437472394,False
Bengaluru,2020-04-05,77.0,1,0.19825171590310098,False
Bengaluru,2020-04-06,65.0,1,0.19278344462919766,False
Bengaluru,2020-04-07,62.0,1,0.15705555985017638,False
Bengaluru,2020-04-08,67.0,1,0.15816840502799145,False
Bengaluru,2020-04-09,65.0,1,0.17845450694605808,False
Bengaluru,2020-04-10,76.0,1,0.16260910225421848,False
Bengaluru,2020-04-11,70.0,1,0.17917995038789936,False
Bengaluru,2020-04-12,64.0,1,0.1822371644355023,False
Bengaluru,2020-04-13,72.0,1,0.19584453399847385,False
Bengaluru,2020-04-14,72.0,1,0.19771462864936318,False
Bengaluru,2020-04-15,74.0,1,0.16913550507352687,False
